zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
80293,STANDARD,0,Denver,,,CO,Denver County,America/Denver,303,NA,US,39.75,-104.99,0
80294,STANDARD,0,Denver,,Federal Bldg/Us Courthouse,CO,Denver County,America/Denver,720303,NA,US,39.75,-104.99,0
80295,STANDARD,1,Denver,,,CO,Denver County,America/Denver,720,NA,US,39.76,-104.87,0
80299,STANDARD,0,Denver,,Western Area Usps,CO,Denver County,America/Denver,303720,NA,US,39.76,-104.87,0
80301,STANDARD,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,22490
80302,STANDARD,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.04,-105.37,14330
80303,STANDARD,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,39.97,-105.21,17310
80304,STANDARD,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.05,-105.29,24080
80305,STANDARD,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,39.98,-105.25,14540
80306,PO BOX,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,1775
80307,PO BOX,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,310
80308,PO BOX,0,Boulder,,,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,1170
80309,UNIQUE,0,Boulder,,University Of Colorado,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,47
80310,UNIQUE,0,Boulder,,Univ Of Co Dorms,CO,Boulder County,America/Denver,303,NA,US,40,-105.26,104
80314,UNIQUE,0,Boulder,,Ibm Corp,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80321,UNIQUE,1,Boulder,,Neodata Business Reply,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80322,UNIQUE,1,Boulder,,Neodata,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80323,UNIQUE,1,Boulder,,Neodata,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80328,UNIQUE,1,Boulder,,Neodata Business Reply,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80329,UNIQUE,1,Boulder,,Neodata,CO,Boulder County,America/Denver,303,NA,US,40.02,-105.25,0
80401,STANDARD,0,Golden,"Evergreen, Lakewood",,CO,Jefferson County,America/Denver,303720,NA,US,39.73,-105.21,34230
80402,PO BOX,0,Golden,,,CO,Jefferson County,America/Denver,303,NA,US,39.73,-105.21,1159
80403,STANDARD,0,Golden,Arvada,Blackhawk,CO,Jefferson County,America/Denver,303720,NA,US,39.83,-105.29,19640
80419,UNIQUE,0,Golden,,Jefferson County,CO,Jefferson County,America/Denver,303,NA,US,39.73,-105.2,0
80420,PO BOX,0,Alma,,,CO,Park County,America/Denver,719,NA,US,39.28,-106.06,499
80421,STANDARD,0,Bailey,,,CO,Park County,America/Denver,719,NA,US,39.4,-105.47,7260
80422,STANDARD,0,Black Hawk,,Blackhawk,CO,Gilpin County,America/Denver,720,NA,US,39.8,-105.49,3300
80423,STANDARD,0,Bond,,,CO,Eagle County,America/Denver,970,NA,US,39.87,-106.7,99
80424,STANDARD,0,Breckenridge,Blue River,,CO,Summit County,America/Denver,970,NA,US,39.5,-106.04,9360
80425,PO BOX,0,Buffalo Creek,,,CO,Jefferson County,America/Denver,303,NA,US,39.35,-105.21,236
80426,PO BOX,0,Burns,,,CO,Eagle County,America/Denver,970,NA,US,39.91,-107,64
80427,PO BOX,0,Central City,,,CO,Gilpin County,America/Denver,303,NA,US,39.79,-105.51,719
80428,STANDARD,0,Clark,,,CO,Routt County,America/Denver,970,NA,US,40.84,-106.93,680
80429,PO BOX,0,Climax,Leadville,,CO,Lake County,America/Denver,719,NA,US,39.37,-106.18,0
80430,STANDARD,0,Coalmont,Walden,,CO,Jackson County,America/Denver,970,NA,US,40.57,-106.43,92
80432,PO BOX,0,Como,Fairplay,,CO,Park County,America/Denver,719,NA,US,39.22,-105.8,199
80433,STANDARD,0,Conifer,Foxton,Aspen Park,CO,Jefferson County,America/Denver,,NA,US,39.52,-105.3,8490
80434,PO BOX,0,Cowdrey,,,CO,Jackson County,America/Denver,970,NA,US,40.85,-106.3,67
80435,STANDARD,0,Dillon,"Keystone, Montezuma",,CO,Summit County,America/Denver,970,NA,US,39.62,-106.03,8020
80436,PO BOX,0,Dumont,,,CO,Clear Creek County,America/Denver,303,NA,US,39.78,-105.6,461
80437,PO BOX,0,Evergreen,,,CO,Jefferson County,America/Denver,303,NA,US,39.63,-105.34,2443
80438,PO BOX,0,Empire,,,CO,Clear Creek County,America/Denver,303,NA,US,39.75,-105.68,410
80439,STANDARD,0,Evergreen,Golden,,CO,Jefferson County,America/Denver,303720,NA,US,39.63,-105.34,22560
80440,STANDARD,0,Fairplay,,,CO,Park County,America/Denver,719,NA,US,39.22,-105.99,2230
80442,PO BOX,0,Fraser,,,CO,Grand County,America/Denver,970,NA,US,39.92,-105.89,1965
80443,PO BOX,0,Frisco,,Copper Mtn,CO,Summit County,America/Denver,970,NA,US,39.57,-106.09,4145
80444,PO BOX,0,Georgetown,,,CO,Clear Creek County,America/Denver,303,NA,US,39.71,-105.69,1006
80446,STANDARD,0,Granby,,Silvercreek,CO,Grand County,America/Denver,970,NA,US,40.08,-105.93,3810
80447,STANDARD,0,Grand Lake,,,CO,Grand County,America/Denver,970,NA,US,40.25,-105.82,1550
80448,PO BOX,0,Grant,,,CO,Park County,America/Denver,719,NA,US,39.45,-105.67,81
80449,STANDARD,0,Hartsel,,,CO,Park County,America/Denver,719,NA,US,39.02,-105.8,910
80451,PO BOX,0,Hot Sulphur Springs,Hot Slphr Spr,,CO,Grand County,America/Denver,970,NA,US,40.07,-106.09,529
80452,STANDARD,0,Idaho Springs,,,CO,Clear Creek County,America/Denver,303720,NA,US,39.74,-105.51,2930
80453,PO BOX,0,Idledale,,,CO,Jefferson County,America/Denver,303,NA,US,39.66,-105.24,291
80454,PO BOX,0,Indian Hills,,,CO,Jefferson County,America/Denver,303,NA,US,39.62,-105.23,1329
80455,STANDARD,0,Jamestown,,,CO,Boulder County,America/Denver,720,NA,US,40.11,-105.39,480
80456,STANDARD,0,Jefferson,"Como, Fairplay",,CO,Park County,America/Denver,719,NA,US,39.38,-105.8,440
80457,PO BOX,0,Kittredge,,,CO,Jefferson County,America/Denver,303,NA,US,39.65,-105.3,810
80459,STANDARD,0,Kremmling,,,CO,Grand County,America/Denver,970,NA,US,40.05,-106.37,2100
80461,STANDARD,0,Leadville,,,CO,Lake County,America/Denver,719,NA,US,39.24,-106.29,6220
80463,STANDARD,0,Mc Coy,,,CO,Routt County,America/Denver,970,NA,US,39.97,-106.72,108
80465,STANDARD,0,Morrison,,,CO,Jefferson County,America/Denver,303,NA,US,39.65,-105.18,15260
80466,STANDARD,0,Nederland,,,CO,Boulder County,America/Denver,970,NA,US,39.96,-105.5,3360
80467,STANDARD,0,Oak Creek,,,CO,Routt County,America/Denver,970,NA,US,40.21,-106.83,1770
80468,STANDARD,0,Parshall,,,CO,Grand County,America/Denver,970,NA,US,40.05,-106.18,230
80469,PO BOX,0,Phippsburg,,,CO,Routt County,America/Denver,970,NA,US,40.23,-106.93,272
80470,STANDARD,0,Pine,,,CO,Jefferson County,America/Denver,303,NA,US,39.42,-105.33,3410
80471,PO BOX,0,Pinecliffe,,,CO,Boulder County,America/Denver,303,NA,US,39.94,-105.42,215
80473,PO BOX,0,Rand,,,CO,Jackson County,America/Denver,970,NA,US,40.45,-106.17,43
80474,PO BOX,0,Rollinsville,,,CO,Gilpin County,America/Denver,303,NA,US,39.92,-105.5,440
80475,PO BOX,0,Shawnee,,,CO,Park County,America/Denver,719,NA,US,39.42,-105.55,197
80476,PO BOX,0,Silver Plume,,,CO,Clear Creek County,America/Denver,303,NA,US,39.69,-105.72,142
80477,PO BOX,0,Steamboat Springs,Steamboat Spr,Steamboat,CO,Routt County,America/Denver,970,NA,US,40.49,-106.83,7575
80478,PO BOX,0,Tabernash,,,CO,Grand County,America/Denver,970,NA,US,39.98,-105.85,615
80479,PO BOX,0,Toponas,,,CO,Routt County,America/Denver,970,NA,US,40.07,-106.8,21
80480,STANDARD,0,Walden,,,CO,Jackson County,America/Denver,970,NA,US,40.73,-106.28,1000
80481,STANDARD,0,Ward,,,CO,Boulder County,America/Denver,303,NA,US,40.07,-105.51,490
80482,PO BOX,0,Winter Park,,,CO,Grand County,America/Denver,970,NA,US,39.88,-105.77,1854
80483,PO BOX,0,Yampa,,,CO,Routt County,America/Denver,970,NA,US,40.15,-106.9,514
80487,STANDARD,0,Steamboat Springs,Steamboat Spr,Steamboat,CO,Routt County,America/Denver,970,NA,US,40.47,-106.82,9700
80488,PO BOX,0,Steamboat Springs,Steamboat Spr,Steamboat,CO,Routt County,America/Denver,970,NA,US,40.45,-106.82,3045
80497,PO BOX,0,Silverthorne,,,CO,Summit County,America/Denver,970,NA,US,39.67,-106,905
80498,STANDARD,0,Silverthorne,Heeney,,CO,Summit County,America/Denver,970,NA,US,39.65,-106.08,5060
80501,STANDARD,0,Longmont,,,CO,Boulder County,America/Denver,303720,NA,US,40.17,-105.11,37000
80502,PO BOX,0,Longmont,,,CO,Boulder County,America/Denver,303,NA,US,40.17,-105.11,1663
80503,STANDARD,0,Longmont,Niwot,,CO,Boulder County,America/Denver,303720,NA,US,40.17,-105.21,32420
80504,STANDARD,0,Longmont,"Firestone, Frederick, Mead, Niwot",,CO,Boulder County,America/Denver,303720,NA,US,40.16,-105.03,56590
80510,STANDARD,0,Allenspark,,,CO,Boulder County,America/Denver,720303,NA,US,40.2,-105.52,400
80511,PO BOX,0,Estes Park,,,CO,Larimer County,America/Denver,970,NA,US,40.34,-105.57,178
80512,STANDARD,0,Bellvue,,,CO,Larimer County,America/Denver,970,NA,US,40.63,-105.17,1860
80513,STANDARD,0,Berthoud,,,CO,Larimer County,America/Denver,970,NA,US,40.3,-105.08,16100
80514,STANDARD,0,Dacono,Erie,,CO,Weld County,America/Denver,,NA,US,40.07,-104.96,6010
80515,STANDARD,0,Drake,,,CO,Larimer County,America/Denver,970,NA,US,40.43,-105.33,590
80516,STANDARD,0,Erie,Frederick,,CO,Weld County,America/Denver,,NA,US,40.02,-105.04,33870
80517,STANDARD,0,Estes Park,,Rocky Mountain National Park,CO,Larimer County,America/Denver,970,NA,US,40.37,-105.52,9040
80520,PO BOX,0,Firestone,,,CO,Weld County,America/Denver,,NA,US,40.11,-104.93,1822
80521,STANDARD,0,Fort Collins,,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.59,-105.13,19610
80522,PO BOX,0,Fort Collins,,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.55,-105.06,1148
80523,UNIQUE,0,Fort Collins,,Colorado State University,CO,Larimer County,America/Denver,970,NA,US,40.55,-105.06,89
80524,STANDARD,0,Fort Collins,Severance,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.65,-105.03,32940
80525,STANDARD,0,Fort Collins,Timnath,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.55,-105.06,48240
80526,STANDARD,0,Fort Collins,,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.52,-105.14,39210
80527,PO BOX,0,Fort Collins,,Ft Collins,CO,Larimer County,America/Denver,970,NA,US,40.55,-105.06,1308
80528,STANDARD,0,Fort Collins,Windsor,,CO,Larimer County,America/Denver,970,NA,US,40.49,-105,22240
80530,STANDARD,0,Frederick,,,CO,Weld County,America/Denver,,NA,US,40.1,-104.94,5430
80532,PO BOX,0,Glen Haven,,,CO,Larimer County,America/Denver,970,NA,US,40.49,-105.47,284
80533,PO BOX,0,Hygiene,,,CO,Boulder County,America/Denver,303,NA,US,40.18,-105.17,283
80534,STANDARD,0,Johnstown,Loveland,,CO,Weld County,America/Denver,970,NA,US,40.33,-104.91,17730
80535,STANDARD,0,Laporte,,,CO,Larimer County,America/Denver,970,NA,US,40.73,-105.18,2520
80536,STANDARD,0,Livermore,Virginia Dale,,CO,Larimer County,America/Denver,970,NA,US,40.87,-105.37,1830
80537,STANDARD,0,Loveland,,,CO,Larimer County,America/Denver,970,NA,US,40.36,-105.18,38480
80538,STANDARD,0,Loveland,,,CO,Larimer County,America/Denver,970,NA,US,40.41,-105.07,44600
80539,PO BOX,0,Loveland,,,CO,Larimer County,America/Denver,970,NA,US,40.41,-105.07,952
80540,STANDARD,0,Lyons,,,CO,Boulder County,America/Denver,303720,NA,US,40.24,-105.36,4640
80541,PO BOX,0,Masonville,,,CO,Larimer County,America/Denver,970,NA,US,40.48,-105.2,441
80542,STANDARD,0,Mead,,,CO,Weld County,America/Denver,970,NA,US,40.23,-104.98,5030
80543,STANDARD,0,Milliken,,,CO,Weld County,America/Denver,970,NA,US,40.31,-104.85,8160
80544,PO BOX,0,Niwot,,,CO,Boulder County,America/Denver,303,NA,US,40.1,-105.17,610
80545,STANDARD,0,Red Feather Lakes,Red Fe Lks,,CO,Larimer County,America/Denver,970,NA,US,40.8,-105.58,780
80546,PO BOX,0,Severance,,,CO,Weld County,America/Denver,,NA,US,40.53,-104.85,463
80547,STANDARD,0,Timnath,,,CO,Larimer County,America/Denver,970,NA,US,40.53,-104.97,7010
80549,STANDARD,0,Wellington,,,CO,Larimer County,America/Denver,970,NA,US,40.7,-105,12660
80550,STANDARD,0,Windsor,Severance,,CO,Weld County,America/Denver,970,NA,US,40.48,-104.9,38640
80551,UNIQUE,0,Windsor,,Eastman Kodak Co,CO,Weld County,America/Denver,970,NA,US,40.48,-104.9,0
80553,UNIQUE,0,Fort Collins,,"Ft Collins, Teledyne Water Pik",CO,Larimer County,America/Denver,970,NA,US,40.55,-105.06,0
80601,STANDARD,0,Brighton,,,CO,Adams County,America/Denver,303720,NA,US,39.95,-104.79,37780
80602,STANDARD,0,Brighton,Thornton,,CO,Adams County,America/Denver,303720,NA,US,39.95,-104.9,42620
80603,STANDARD,0,Brighton,"Commerce City, Lochbuie",,CO,Weld County,America/Denver,303720,NA,US,39.97,-104.74,15330
80610,STANDARD,0,Ault,Severance,,CO,Weld County,America/Denver,,NA,US,40.58,-104.73,3140
80611,STANDARD,0,Briggsdale,,,CO,Weld County,America/Denver,970,NA,US,40.63,-104.32,740
80612,STANDARD,0,Carr,,,CO,Weld County,America/Denver,970,NA,US,40.9,-104.87,610
80614,PO BOX,0,Eastlake,,,CO,Adams County,America/Denver,303,NA,US,39.92,-104.96,609
80615,STANDARD,0,Eaton,Severance,,CO,Weld County,America/Denver,970,NA,US,40.52,-104.71,9000
80620,STANDARD,0,Evans,,,CO,Weld County,America/Denver,970,NA,US,40.37,-104.69,18840
80621,STANDARD,0,Fort Lupton,Wattenburg,Ft Lupton,CO,Weld County,America/Denver,303720,NA,US,40.08,-104.8,12920
80622,STANDARD,0,Galeton,,,CO,Weld County,America/Denver,,NA,US,40.54,-104.46,350
80623,PO BOX,0,Gilcrest,,,CO,Weld County,America/Denver,,NA,US,40.28,-104.78,1197
80624,STANDARD,0,Gill,,,CO,Weld County,America/Denver,,NA,US,40.45,-104.53,1090
80631,STANDARD,0,Greeley,Garden City,,CO,Weld County,America/Denver,970,NA,US,40.44,-104.67,39850
80632,PO BOX,0,Greeley,,,CO,Weld County,America/Denver,970,NA,US,40.42,-104.74,1249
80633,PO BOX,0,Greeley,,,CO,Weld County,America/Denver,970,NA,US,40.42,-104.74,670
80634,STANDARD,0,Greeley,Evans,,CO,Weld County,America/Denver,970,NA,US,40.42,-104.74,59530
80638,UNIQUE,0,Greeley,,State Farm Ins,CO,Weld County,America/Denver,970,NA,US,40.42,-104.74,0
80639,UNIQUE,0,Greeley,,Univ Of Northern Colorado,CO,Weld County,America/Denver,970,NA,US,40.42,-104.74,7
80640,STANDARD,0,Henderson,"Brighton, Commerce City",,CO,Adams County,America/Denver,720,NA,US,39.92,-104.87,12660
80642,STANDARD,0,Hudson,,,CO,Weld County,America/Denver,303720,NA,US,40.07,-104.64,4320
80643,STANDARD,0,Keenesburg,,,CO,Weld County,America/Denver,303720,NA,US,40.1,-104.51,3310
80644,STANDARD,0,Kersey,,,CO,Weld County,America/Denver,,NA,US,40.38,-104.56,3020
80645,STANDARD,0,La Salle,Evans,,CO,Weld County,America/Denver,970,NA,US,40.34,-104.7,4200
80646,PO BOX,0,Lucerne,,,CO,Weld County,America/Denver,,NA,US,40.48,-104.68,237
80648,STANDARD,0,Nunn,,,CO,Weld County,America/Denver,970,NA,US,40.7,-104.78,1280
80649,STANDARD,0,Orchard,,,CO,Morgan County,America/Denver,303,NA,US,40.33,-104.12,320
80650,STANDARD,0,Pierce,,,CO,Weld County,America/Denver,,NA,US,40.63,-104.75,1780
80651,STANDARD,0,Platteville,,,CO,Weld County,America/Denver,970,NA,US,40.21,-104.82,4710
80652,STANDARD,0,Roggen,,,CO,Weld County,America/Denver,303,NA,US,40.17,-104.37,590
80653,STANDARD,0,Weldona,,,CO,Morgan County,America/Denver,970,NA,US,40.35,-103.97,730
80654,STANDARD,0,Wiggins,Hoyt,,CO,Morgan County,America/Denver,970,NA,US,40.23,-104.07,3240
80701,STANDARD,0,Fort Morgan,,,CO,Morgan County,America/Denver,970,NA,US,40.26,-103.79,15280
80705,STANDARD,0,Log Lane Village,"Fort Morgan, Log Lane Vlg",,CO,Morgan County,America/Denver,970,NA,US,40.27,-103.83,990
80720,STANDARD,0,Akron,,,CO,Washington County,America/Denver,970,NA,US,40.16,-103.21,2160
80721,STANDARD,0,Amherst,,,CO,Phillips County,America/Denver,970,NA,US,40.68,-102.17,176
80722,STANDARD,0,Atwood,,,CO,Logan County,America/Denver,970,NA,US,40.55,-103.27,350
80723,STANDARD,0,Brush,,,CO,Morgan County,America/Denver,970,NA,US,40.25,-103.63,6070
80726,STANDARD,0,Crook,,,CO,Logan County,America/Denver,970,NA,US,40.85,-102.8,350
80727,STANDARD,0,Eckley,,,CO,Yuma County,America/Denver,970,NA,US,40.11,-102.48,360
80728,STANDARD,0,Fleming,,,CO,Logan County,America/Denver,970,NA,US,40.68,-102.84,840
80729,STANDARD,0,Grover,,,CO,Weld County,America/Denver,970,NA,US,40.86,-104.22,350
80731,STANDARD,0,Haxtun,,,CO,Phillips County,America/Denver,970,NA,US,40.64,-102.62,1350
80732,PO BOX,0,Hereford,,,CO,Weld County,America/Denver,,NA,US,40.97,-104.3,63
80733,STANDARD,0,Hillrose,,,CO,Morgan County,America/Denver,970,NA,US,40.32,-103.52,520
80734,STANDARD,0,Holyoke,,,CO,Phillips County,America/Denver,970,NA,US,40.58,-102.3,2920
80735,STANDARD,0,Idalia,Hale,,CO,Yuma County,America/Denver,970,NA,US,39.7,-102.3,410
80736,STANDARD,0,Iliff,,,CO,Logan County,America/Denver,970,NA,US,40.75,-103.06,580
80737,STANDARD,0,Julesburg,,,CO,Sedgwick County,America/Denver,970,NA,US,40.98,-102.26,1320
80740,STANDARD,0,Lindon,,,CO,Washington County,America/Denver,970,NA,US,39.73,-103.4,99
80741,STANDARD,0,Merino,Willard,,CO,Logan County,America/Denver,970,NA,US,40.48,-103.35,840
80742,STANDARD,0,New Raymer,,Raymer,CO,Weld County,America/Denver,970,NA,US,40.62,-103.78,240
80743,STANDARD,0,Otis,,,CO,Washington County,America/Denver,970,NA,US,40.14,-102.96,950
80744,STANDARD,0,Ovid,,,CO,Sedgwick County,America/Denver,970,NA,US,40.87,-102.39,390
80745,STANDARD,0,Padroni,,,CO,Logan County,America/Denver,970,NA,US,40.9,-103.39,127
80746,STANDARD,0,Paoli,,,CO,Phillips County,America/Denver,970,NA,US,40.61,-102.47,46
80747,STANDARD,0,Peetz,,,CO,Logan County,America/Denver,970,NA,US,40.96,-103.11,430
80749,STANDARD,0,Sedgwick,,,CO,Sedgwick County,America/Denver,970,NA,US,40.93,-102.52,270
80750,STANDARD,0,Snyder,,,CO,Morgan County,America/Denver,970,NA,US,40.41,-103.6,390
80751,STANDARD,0,Sterling,,,CO,Logan County,America/Denver,970,NA,US,40.62,-103.19,12700
80754,STANDARD,0,Stoneham,,,CO,Weld County,America/Denver,970,NA,US,40.63,-103.65,128
80755,STANDARD,0,Vernon,,,CO,Yuma County,America/Denver,970,NA,US,39.93,-102.28,151
80757,STANDARD,0,Woodrow,Last Chance,,CO,Washington County,America/Denver,970,NA,US,39.98,-103.58,185
80758,STANDARD,0,Wray,Laird,,CO,Yuma County,America/Denver,970,NA,US,40.07,-102.22,3370
80759,STANDARD,0,Yuma,,,CO,Yuma County,America/Denver,970,NA,US,40.12,-102.72,4220
80801,STANDARD,0,Anton,,Arickaree,CO,Washington County,America/Denver,970,NA,US,39.75,-103.22,167
80802,STANDARD,0,Arapahoe,,,CO,Cheyenne County,America/Denver,719,NA,US,38.85,-102.17,230
80804,STANDARD,0,Arriba,,,CO,Lincoln County,America/Denver,970719,NA,US,39.28,-103.27,250
80805,STANDARD,0,Bethune,,,CO,Kit Carson County,America/Denver,719,NA,US,39.3,-102.42,360
80807,STANDARD,0,Burlington,,,CO,Kit Carson County,America/Denver,719,NA,US,39.3,-102.27,3880
80808,STANDARD,0,Calhan,,Ellicott,CO,El Paso County,America/Denver,719,NA,US,39.03,-104.29,6080
80809,STANDARD,0,Cascade,,Chipita Park,CO,El Paso County,America/Denver,719,NA,US,38.9,-104.97,1340
80810,STANDARD,0,Cheyenne Wells,Cheyenne Wls,First View,CO,Cheyenne County,America/Denver,719,NA,US,38.81,-102.35,930
80812,STANDARD,0,Cope,,,CO,Washington County,America/Denver,970,NA,US,39.67,-102.85,210
80813,STANDARD,0,Cripple Creek,,,CO,Teller County,America/Denver,719,NA,US,38.74,-105.17,1900
80814,STANDARD,0,Divide,,,CO,Teller County,America/Denver,719,NA,US,38.94,-105.16,3850
80815,STANDARD,0,Flagler,,,CO,Kit Carson County,America/Denver,719970,NA,US,39.29,-103.06,800
80816,STANDARD,0,Florissant,,"Florissant Fossil Beds Natio, Twin Rock",CO,Teller County,America/Denver,719,NA,US,38.95,-105.29,5140
80817,STANDARD,0,Fountain,,,CO,El Paso County,America/Denver,719,NA,US,38.66,-104.69,29000
80818,STANDARD,0,Genoa,,Bovina,CO,Lincoln County,America/Denver,719,NA,US,39.27,-103.49,310
80819,PO BOX,0,Green Mountain Falls,Green Mtn Fls,Ute Pass,CO,El Paso County,America/Denver,719,NA,US,38.93,-105.02,809
80820,STANDARD,0,Guffey,,,CO,Park County,America/Denver,,NA,US,38.75,-105.53,630
80821,STANDARD,0,Hugo,Boyero,Punkin Center,CO,Lincoln County,America/Denver,719,NA,US,39.13,-103.46,930
80822,STANDARD,0,Joes,,,CO,Yuma County,America/Denver,970,NA,US,39.65,-102.68,210
80823,STANDARD,0,Karval,,,CO,Lincoln County,America/Denver,719,NA,US,38.73,-103.53,179
80824,STANDARD,0,Kirk,,,CO,Yuma County,America/Denver,970,NA,US,39.62,-102.6,200
80825,STANDARD,0,Kit Carson,,,CO,Cheyenne County,America/Denver,719,NA,US,38.76,-102.79,380
80826,UNIQUE,0,Limon,,"Limon Correctional Fac, Limon Correctional Facility, Limon Crrctnl",CO,Lincoln County,America/Denver,719,NA,US,39.26,-103.68,0
80827,STANDARD,0,Lake George,,Tarryall,CO,Park County,America/Denver,719,NA,US,38.98,-105.37,670
80828,STANDARD,0,Limon,,,CO,Lincoln County,America/Denver,719,NA,US,39.26,-103.68,2340
80829,STANDARD,0,Manitou Springs,Manitou Spgs,Crystal Hills,CO,El Paso County,America/Denver,719,NA,US,38.85,-104.91,4870
80830,STANDARD,0,Matheson,,,CO,Elbert County,America/Denver,719,NA,US,39.11,-103.89,190
80831,STANDARD,0,Peyton,Falcon,,CO,El Paso County,America/Denver,719,NA,US,39.03,-104.48,32550
80832,STANDARD,0,Ramah,,,CO,El Paso County,America/Denver,719,NA,US,39.12,-104.16,670
80833,STANDARD,0,Rush,,,CO,El Paso County,America/Denver,719,NA,US,38.84,-104.08,620
80834,STANDARD,0,Seibert,,,CO,Kit Carson County,America/Denver,970,NA,US,39.29,-102.86,250
80835,STANDARD,0,Simla,,,CO,Elbert County,America/Denver,719,NA,US,39.14,-104.08,880
80836,STANDARD,0,Stratton,,,CO,Kit Carson County,America/Denver,719,NA,US,39.3,-102.6,1010
80840,STANDARD,0,Usaf Academy,"United States Air Force Acad, Us Air Force",,CO,El Paso County,America/Denver,719,NA,US,38.99,-104.85,2350
80841,PO BOX,0,Usaf Academy,Cadet Sta,,CO,El Paso County,America/Denver,719,NA,US,38.99,-104.85,2019
80860,PO BOX,0,Victor,,"Elkton, Goldfield",CO,Teller County,America/Denver,719,NA,US,38.7,-105.14,465
80861,STANDARD,0,Vona,,,CO,Kit Carson County,America/Denver,719,NA,US,39.3,-102.74,240
80862,PO BOX,0,Wild Horse,,Aroya,CO,Cheyenne County,America/Denver,719,NA,US,38.87,-103.06,39
80863,STANDARD,0,Woodland Park,,"Crystola, Westwood Lake",CO,Teller County,America/Denver,719,NA,US,38.99,-105.05,11020
80864,STANDARD,0,Yoder,,"Edison, Truckton",CO,El Paso County,America/Denver,719,NA,US,38.84,-104.22,1240
80866,PO BOX,0,Woodland Park,,,CO,Teller County,America/Denver,719,NA,US,38.99,-105.05,2417
80901,PO BOX,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.86,-104.76,1000
80902,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs, Fort Carson, Ft Carson",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.67,-104.81,10660
80903,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.83,-104.81,10760
80904,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.86,-104.88,17290
80905,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.82,-104.84,14610
80906,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs","Co Spgs, Stratmoor Hills",CO,El Paso County,America/Denver,719,NA,US,38.75,-104.88,33560
80907,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.88,-104.83,23180
80908,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs","Black Forest, Co Spgs",CO,El Paso County,America/Denver,719,NA,US,39.05,-104.69,22710
80909,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.86,-104.76,29650
80910,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.81,-104.77,25630
80911,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs","Co Spgs, Security, Widefield",CO,El Paso County,America/Denver,719,NA,US,38.75,-104.72,31210
80912,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs, Schriever AFB","Co Spgs, Consolidated Space Operation, Csoc, Ent Air Force Base, Falcon AFB, Schriever Air Force Base, Schriever Air Sta",CO,El Paso County,America/Denver,719,NA,US,38.86,-104.76,0
80913,STANDARD,0,Colorado Springs,"Colo Spgs, Colorado Spgs, Fort Carson, Ft Carson",Co Spgs,CO,El Paso County,America/Denver,719,NA,US,38.69,-104.75,9119
80914,PO BOX,0,Colorado Springs,"Chey Mtn AFB, Cheyenne Mountain AFB, Colo Spgs, Colorado Spgs, Peterson AFB","Cheyenne Mt Complex, Cheyenne Mtn AFB, Cmafb, Co Spgs, Peterson Air Force Base",CO,El Paso County,America/Denver,719,NA,US,38.82,-104.7,340
